Card #1;Card #2;Card #3;Card #4;Card #5;Card #6;Card #7;output
Inspiring_Vantage;Mountain;Wooded_Foothills;Bloodstained_Mire;Stomping_Ground;Wooded_Foothills;Mountain;0
Inspiring_Vantage;Mountain;Wooded_Foothills;Inspiring_Vantage;Sacred_Foundry;Sacred_Foundry;Bloodstained_Mire;0
Inspiring_Vantage;Mountain;Wooded_Foothills;Inspiring_Vantage;Stomping_Ground;Wooded_Foothills;Inspiring_Vantage;0
Inspiring_Vantage;Mountain;Wooded_Foothills;Mountain;Bloodstained_Mire;Wooded_Foothills;Bloodstained_Mire;0
Inspiring_Vantage;Mountain;Wooded_Foothills;Wooded_Foothills;Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;0
Inspiring_Vantage;Mountain;Wooded_Foothills;Wooded_Foothills;Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Arid_Mesa;Wooded_Foothills;Sacred_Foundry;Inspiring_Vantage;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Bloodstained_Mire;Sacred_Foundry;Wooded_Foothills;Arid_Mesa;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Bloodstained_Mire;Wooded_Foothills;Inspiring_Vantage;Inspiring_Vantage;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Wooded_Foothills;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Mountain;Inspiring_Vantage;Arid_Mesa;Sacred_Foundry;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Sacred_Foundry;Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Stomping_Ground;Wooded_Foothills;Mountain;Inspiring_Vantage;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Wooded_Foothills;Bloodstained_Mire;Stomping_Ground;Wooded_Foothills;0
Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Wooded_Foothills;Inspiring_Vantage;Bloodstained_Mire;Arid_Mesa;0
Inspiring_Vantage;Sacred_Foundry;Inspiring_Vantage;Bloodstained_Mire;Mountain;Bloodstained_Mire;Inspiring_Vantage;0
Inspiring_Vantage;Sacred_Foundry;Inspiring_Vantage;Mountain;Mountain;Bloodstained_Mire;Bloodstained_Mire;0
Inspiring_Vantage;Sacred_Foundry;Inspiring_Vantage;Mountain;Wooded_Foothills;Sacred_Foundry;Bloodstained_Mire;0
Inspiring_Vantage;Sacred_Foundry;Inspiring_Vantage;Stomping_Ground;Bloodstained_Mire;Wooded_Foothills;Mountain;0
Inspiring_Vantage;Sacred_Foundry;Mountain;Arid_Mesa;Inspiring_Vantage;Mountain;Bloodstained_Mire;0
Inspiring_Vantage;Sacred_Foundry;Mountain;Bloodstained_Mire;Wooded_Foothills;Arid_Mesa;Inspiring_Vantage;0
Inspiring_Vantage;Sacred_Foundry;Mountain;Bloodstained_Mire;Wooded_Foothills;Bloodstained_Mire;Wooded_Foothills;0
Inspiring_Vantage;Sacred_Foundry;Mountain;Inspiring_Vantage;Wooded_Foothills;Mountain;Inspiring_Vantage;0
Inspiring_Vantage;Sacred_Foundry;Mountain;Sacred_Foundry;Bloodstained_Mire;Wooded_Foothills;Mountain;0
Inspiring_Vantage;Sacred_Foundry;Mountain;Wooded_Foothills;Inspiring_Vantage;Inspiring_Vantage;Bloodstained_Mire;0
Inspiring_Vantage;Sacred_Foundry;Mountain;Wooded_Foothills;Stomping_Ground;Mountain;Mountain;0
Inspiring_Vantage;Sacred_Foundry;Stomping_Ground;Arid_Mesa;Bloodstained_Mire;Wooded_Foothills;Arid_Mesa;0
Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;Arid_Mesa;Bloodstained_Mire;Wooded_Foothills;Mountain;0
Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;Bloodstained_Mire;Mountain;Mountain;Sacred_Foundry;0
Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;Inspiring_Vantage;Arid_Mesa;Arid_Mesa;Inspiring_Vantage;0
Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;Wooded_Foothills;Bloodstained_Mire;Mountain;Inspiring_Vantage;0
Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;Wooded_Foothills;Mountain;Wooded_Foothills;Mountain;0
Inspiring_Vantage;Stomping_Ground;Bloodstained_Mire;Arid_Mesa;Wooded_Foothills;Sacred_Foundry;Wooded_Foothills;0
Inspiring_Vantage;Stomping_Ground;Bloodstained_Mire;Inspiring_Vantage;Wooded_Foothills;Mountain;Wooded_Foothills;0
Inspiring_Vantage;Stomping_Ground;Bloodstained_Mire;Wooded_Foothills;Sacred_Foundry;Mountain;Arid_Mesa;0
Inspiring_Vantage;Stomping_Ground;Bloodstained_Mire;Wooded_Foothills;Wooded_Foothills;Mountain;Bloodstained_Mire;0
Inspiring_Vantage;Stomping_Ground;Inspiring_Vantage;Arid_Mesa;Sacred_Foundry;Sacred_Foundry;Bloodstained_Mire;0
Inspiring_Vantage;Stomping_Ground;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;Wooded_Foothills;Arid_Mesa;0
Inspiring_Vantage;Stomping_Ground;Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Sacred_Foundry;Mountain;0
Inspiring_Vantage;Stomping_Ground;Mountain;Bloodstained_Mire;Wooded_Foothills;Mountain;Bloodstained_Mire;0
Inspiring_Vantage;Stomping_Ground;Mountain;Inspiring_Vantage;Inspiring_Vantage;Sacred_Foundry;Sacred_Foundry;0
Inspiring_Vantage;Stomping_Ground;Sacred_Foundry;Bloodstained_Mire;Mountain;Bloodstained_Mire;Arid_Mesa;0
Inspiring_Vantage;Stomping_Ground;Wooded_Foothills;Mountain;Arid_Mesa;Mountain;Sacred_Foundry;0
Inspiring_Vantage;Stomping_Ground;Wooded_Foothills;Wooded_Foothills;Mountain;Bloodstained_Mire;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Arid_Mesa;Bloodstained_Mire;Wooded_Foothills;Bloodstained_Mire;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Arid_Mesa;Mountain;Sacred_Foundry;Wooded_Foothills;Arid_Mesa;0
Inspiring_Vantage;Wooded_Foothills;Arid_Mesa;Sacred_Foundry;Wooded_Foothills;Sacred_Foundry;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Arid_Mesa;Wooded_Foothills;Bloodstained_Mire;Mountain;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Arid_Mesa;Wooded_Foothills;Inspiring_Vantage;Bloodstained_Mire;Stomping_Ground;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Arid_Mesa;Bloodstained_Mire;Bloodstained_Mire;Stomping_Ground;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Arid_Mesa;Bloodstained_Mire;Mountain;Mountain;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Bloodstained_Mire;Bloodstained_Mire;Arid_Mesa;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Bloodstained_Mire;Inspiring_Vantage;Mountain;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Bloodstained_Mire;Mountain;Sacred_Foundry;Mountain;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Mountain;Bloodstained_Mire;Inspiring_Vantage;Inspiring_Vantage;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Mountain;Mountain;Sacred_Foundry;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Sacred_Foundry;Bloodstained_Mire;Bloodstained_Mire;Mountain;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Sacred_Foundry;Mountain;Mountain;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Sacred_Foundry;Mountain;Stomping_Ground;Mountain;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Stomping_Ground;Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Stomping_Ground;Mountain;Inspiring_Vantage;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Wooded_Foothills;Wooded_Foothills;Stomping_Ground;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Bloodstained_Mire;Arid_Mesa;Arid_Mesa;Mountain;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;Bloodstained_Mire;Mountain;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Inspiring_Vantage;Mountain;Arid_Mesa;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Mountain;Bloodstained_Mire;Stomping_Ground;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Mountain;Mountain;Arid_Mesa;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Mountain;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Sacred_Foundry;Sacred_Foundry;Wooded_Foothills;Mountain;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Wooded_Foothills;Mountain;Wooded_Foothills;Inspiring_Vantage;0
Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Mountain;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Mountain;Arid_Mesa;Bloodstained_Mire;Sacred_Foundry;Arid_Mesa;0
Inspiring_Vantage;Wooded_Foothills;Mountain;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;Inspiring_Vantage;0
Inspiring_Vantage;Wooded_Foothills;Mountain;Bloodstained_Mire;Mountain;Bloodstained_Mire;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Mountain;Bloodstained_Mire;Wooded_Foothills;Bloodstained_Mire;Arid_Mesa;0
Inspiring_Vantage;Wooded_Foothills;Mountain;Inspiring_Vantage;Inspiring_Vantage;Stomping_Ground;Sacred_Foundry;0
Inspiring_Vantage;Wooded_Foothills;Mountain;Mountain;Arid_Mesa;Bloodstained_Mire;Sacred_Foundry;0
Inspiring_Vantage;Wooded_Foothills;Mountain;Mountain;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Mountain;Stomping_Ground;Bloodstained_Mire;Arid_Mesa;Inspiring_Vantage;0
Inspiring_Vantage;Wooded_Foothills;Sacred_Foundry;Arid_Mesa;Mountain;Mountain;Inspiring_Vantage;0
Inspiring_Vantage;Wooded_Foothills;Sacred_Foundry;Inspiring_Vantage;Inspiring_Vantage;Bloodstained_Mire;Mountain;0
Inspiring_Vantage;Wooded_Foothills;Sacred_Foundry;Stomping_Ground;Inspiring_Vantage;Inspiring_Vantage;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Sacred_Foundry;Wooded_Foothills;Bloodstained_Mire;Wooded_Foothills;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Stomping_Ground;Bloodstained_Mire;Wooded_Foothills;Sacred_Foundry;Sacred_Foundry;0
Inspiring_Vantage;Wooded_Foothills;Stomping_Ground;Mountain;Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;0
Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Bloodstained_Mire;Arid_Mesa;Wooded_Foothills;Sacred_Foundry;0
Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Bloodstained_Mire;Inspiring_Vantage;Stomping_Ground;Sacred_Foundry;0
Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Bloodstained_Mire;Sacred_Foundry;Wooded_Foothills;Sacred_Foundry;0
Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Inspiring_Vantage;Inspiring_Vantage;Mountain;Bloodstained_Mire;0
Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Sacred_Foundry;Bloodstained_Mire;Wooded_Foothills;Sacred_Foundry;0
Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Wooded_Foothills;Inspiring_Vantage;Bloodstained_Mire;Arid_Mesa;0
Mountain;Arid_Mesa;Arid_Mesa;Sacred_Foundry;Inspiring_Vantage;Mountain;Sacred_Foundry;0
Mountain;Arid_Mesa;Bloodstained_Mire;Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;Inspiring_Vantage;0
Mountain;Arid_Mesa;Bloodstained_Mire;Mountain;Inspiring_Vantage;Bloodstained_Mire;Inspiring_Vantage;0
Mountain;Arid_Mesa;Inspiring_Vantage;Bloodstained_Mire;Bloodstained_Mire;Bloodstained_Mire;Arid_Mesa;0
Mountain;Arid_Mesa;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;Inspiring_Vantage;Inspiring_Vantage;0
Mountain;Arid_Mesa;Sacred_Foundry;Inspiring_Vantage;Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;0
Mountain;Arid_Mesa;Sacred_Foundry;Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Arid_Mesa;Sacred_Foundry;Inspiring_Vantage;Sacred_Foundry;Mountain;Inspiring_Vantage;0
Mountain;Arid_Mesa;Sacred_Foundry;Wooded_Foothills;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Arid_Mesa;Wooded_Foothills;Bloodstained_Mire;Arid_Mesa;Wooded_Foothills;Inspiring_Vantage;0
Mountain;Arid_Mesa;Wooded_Foothills;Bloodstained_Mire;Inspiring_Vantage;Sacred_Foundry;Inspiring_Vantage;0
Mountain;Arid_Mesa;Wooded_Foothills;Mountain;Bloodstained_Mire;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Arid_Mesa;Wooded_Foothills;Sacred_Foundry;Arid_Mesa;Mountain;Sacred_Foundry;0
Mountain;Bloodstained_Mire;Arid_Mesa;Bloodstained_Mire;Inspiring_Vantage;Sacred_Foundry;Inspiring_Vantage;0
Mountain;Bloodstained_Mire;Arid_Mesa;Wooded_Foothills;Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;0
Mountain;Bloodstained_Mire;Bloodstained_Mire;Bloodstained_Mire;Wooded_Foothills;Mountain;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Bloodstained_Mire;Inspiring_Vantage;Arid_Mesa;Mountain;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Bloodstained_Mire;Inspiring_Vantage;Mountain;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Bloodstained_Mire;Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Bloodstained_Mire;Mountain;Inspiring_Vantage;Inspiring_Vantage;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Bloodstained_Mire;Sacred_Foundry;Arid_Mesa;Inspiring_Vantage;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Bloodstained_Mire;Wooded_Foothills;Sacred_Foundry;Arid_Mesa;Inspiring_Vantage;0
Mountain;Bloodstained_Mire;Bloodstained_Mire;Wooded_Foothills;Stomping_Ground;Wooded_Foothills;Bloodstained_Mire;0
Mountain;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;Inspiring_Vantage;Inspiring_Vantage;Stomping_Ground;0
Mountain;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;Stomping_Ground;Arid_Mesa;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Inspiring_Vantage;Inspiring_Vantage;Bloodstained_Mire;Mountain;Sacred_Foundry;0
Mountain;Bloodstained_Mire;Inspiring_Vantage;Inspiring_Vantage;Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Inspiring_Vantage;Mountain;Bloodstained_Mire;Arid_Mesa;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Inspiring_Vantage;Stomping_Ground;Wooded_Foothills;Wooded_Foothills;Sacred_Foundry;0
Mountain;Bloodstained_Mire;Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Wooded_Foothills;Sacred_Foundry;0
Mountain;Bloodstained_Mire;Mountain;Arid_Mesa;Stomping_Ground;Inspiring_Vantage;Bloodstained_Mire;0
Mountain;Bloodstained_Mire;Mountain;Inspiring_Vantage;Wooded_Foothills;Stomping_Ground;Inspiring_Vantage;0
Mountain;Bloodstained_Mire;Mountain;Wooded_Foothills;Wooded_Foothills;Sacred_Foundry;Inspiring_Vantage;0
Mountain;Bloodstained_Mire;Sacred_Foundry;Bloodstained_Mire;Arid_Mesa;Stomping_Ground;Sacred_Foundry;0
Mountain;Bloodstained_Mire;Sacred_Foundry;Inspiring_Vantage;Bloodstained_Mire;Inspiring_Vantage;Arid_Mesa;0
Mountain;Bloodstained_Mire;Sacred_Foundry;Stomping_Ground;Arid_Mesa;Bloodstained_Mire;Inspiring_Vantage;0
Mountain;Bloodstained_Mire;Sacred_Foundry;Stomping_Ground;Bloodstained_Mire;Sacred_Foundry;Arid_Mesa;0
Mountain;Bloodstained_Mire;Sacred_Foundry;Stomping_Ground;Inspiring_Vantage;Mountain;Arid_Mesa;0
Mountain;Bloodstained_Mire;Sacred_Foundry;Stomping_Ground;Inspiring_Vantage;Wooded_Foothills;Mountain;0
Mountain;Bloodstained_Mire;Stomping_Ground;Bloodstained_Mire;Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Stomping_Ground;Inspiring_Vantage;Wooded_Foothills;Sacred_Foundry;Wooded_Foothills;0
Mountain;Bloodstained_Mire;Stomping_Ground;Wooded_Foothills;Arid_Mesa;Arid_Mesa;Bloodstained_Mire;0
Mountain;Bloodstained_Mire;Stomping_Ground;Wooded_Foothills;Wooded_Foothills;Arid_Mesa;Inspiring_Vantage;0
Mountain;Bloodstained_Mire;Wooded_Foothills;Arid_Mesa;Inspiring_Vantage;Bloodstained_Mire;Stomping_Ground;0
Mountain;Bloodstained_Mire;Wooded_Foothills;Mountain;Sacred_Foundry;Bloodstained_Mire;Mountain;0
Mountain;Bloodstained_Mire;Wooded_Foothills;Stomping_Ground;Inspiring_Vantage;Arid_Mesa;Wooded_Foothills;0
Mountain;Inspiring_Vantage;Arid_Mesa;Wooded_Foothills;Bloodstained_Mire;Inspiring_Vantage;Inspiring_Vantage;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Arid_Mesa;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Arid_Mesa;Mountain;Bloodstained_Mire;Sacred_Foundry;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Bloodstained_Mire;Bloodstained_Mire;Arid_Mesa;Mountain;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Inspiring_Vantage;Arid_Mesa;Bloodstained_Mire;Stomping_Ground;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Mountain;Sacred_Foundry;Inspiring_Vantage;Bloodstained_Mire;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Mountain;Stomping_Ground;Arid_Mesa;Bloodstained_Mire;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Mountain;Wooded_Foothills;Bloodstained_Mire;Sacred_Foundry;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Sacred_Foundry;Wooded_Foothills;Inspiring_Vantage;Mountain;0
Mountain;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;Wooded_Foothills;Bloodstained_Mire;Sacred_Foundry;0
Mountain;Inspiring_Vantage;Inspiring_Vantage;Bloodstained_Mire;Bloodstained_Mire;Inspiring_Vantage;Mountain;0
Mountain;Inspiring_Vantage;Inspiring_Vantage;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Inspiring_Vantage;Inspiring_Vantage;Sacred_Foundry;Mountain;Bloodstained_Mire;Bloodstained_Mire;0
Mountain;Inspiring_Vantage;Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Stomping_Ground;Wooded_Foothills;0
Mountain;Inspiring_Vantage;Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Mountain;Wooded_Foothills;0
Mountain;Inspiring_Vantage;Mountain;Arid_Mesa;Bloodstained_Mire;Wooded_Foothills;Wooded_Foothills;0
Mountain;Inspiring_Vantage;Mountain;Bloodstained_Mire;Wooded_Foothills;Bloodstained_Mire;Inspiring_Vantage;0
Mountain;Inspiring_Vantage;Mountain;Wooded_Foothills;Arid_Mesa;Sacred_Foundry;Wooded_Foothills;0
Mountain;Inspiring_Vantage;Mountain;Wooded_Foothills;Bloodstained_Mire;Inspiring_Vantage;Arid_Mesa;0
Mountain;Inspiring_Vantage;Mountain;Wooded_Foothills;Bloodstained_Mire;Mountain;Arid_Mesa;0
Mountain;Inspiring_Vantage;Sacred_Foundry;Wooded_Foothills;Inspiring_Vantage;Sacred_Foundry;Arid_Mesa;0
Mountain;Inspiring_Vantage;Stomping_Ground;Arid_Mesa;Arid_Mesa;Wooded_Foothills;Sacred_Foundry;0
Mountain;Inspiring_Vantage;Stomping_Ground;Inspiring_Vantage;Wooded_Foothills;Mountain;Bloodstained_Mire;0
Mountain;Inspiring_Vantage;Wooded_Foothills;Arid_Mesa;Mountain;Bloodstained_Mire;Inspiring_Vantage;0
Mountain;Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Arid_Mesa;Inspiring_Vantage;Wooded_Foothills;0
Mountain;Inspiring_Vantage;Wooded_Foothills;Bloodstained_Mire;Stomping_Ground;Mountain;Mountain;0
Mountain;Inspiring_Vantage;Wooded_Foothills;Mountain;Wooded_Foothills;Sacred_Foundry;Sacred_Foundry;0
Mountain;Inspiring_Vantage;Wooded_Foothills;Stomping_Ground;Bloodstained_Mire;Sacred_Foundry;Bloodstained_Mire;0
Mountain;Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Wooded_Foothills;Wooded_Foothills;Stomping_Ground;0
Mountain;Mountain;Arid_Mesa;Wooded_Foothills;Sacred_Foundry;Wooded_Foothills;Wooded_Foothills;0
Mountain;Mountain;Bloodstained_Mire;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Mountain;Bloodstained_Mire;Stomping_Ground;Bloodstained_Mire;Bloodstained_Mire;Mountain;0
Mountain;Mountain;Bloodstained_Mire;Wooded_Foothills;Sacred_Foundry;Arid_Mesa;Sacred_Foundry;0
Mountain;Mountain;Bloodstained_Mire;Wooded_Foothills;Sacred_Foundry;Wooded_Foothills;Arid_Mesa;0
Mountain;Mountain;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;Arid_Mesa;Inspiring_Vantage;0
Mountain;Mountain;Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Arid_Mesa;Bloodstained_Mire;0
Mountain;Mountain;Mountain;Arid_Mesa;Sacred_Foundry;Wooded_Foothills;Sacred_Foundry;0
Mountain;Mountain;Sacred_Foundry;Stomping_Ground;Inspiring_Vantage;Bloodstained_Mire;Inspiring_Vantage;0
Mountain;Mountain;Sacred_Foundry;Wooded_Foothills;Inspiring_Vantage;Stomping_Ground;Wooded_Foothills;0
Mountain;Mountain;Wooded_Foothills;Bloodstained_Mire;Inspiring_Vantage;Inspiring_Vantage;Bloodstained_Mire;0
Mountain;Mountain;Wooded_Foothills;Bloodstained_Mire;Mountain;Inspiring_Vantage;Inspiring_Vantage;0
Mountain;Mountain;Wooded_Foothills;Mountain;Stomping_Ground;Wooded_Foothills;Sacred_Foundry;0
Mountain;Mountain;Wooded_Foothills;Stomping_Ground;Bloodstained_Mire;Inspiring_Vantage;Inspiring_Vantage;0
Mountain;Sacred_Foundry;Arid_Mesa;Mountain;Bloodstained_Mire;Mountain;Bloodstained_Mire;0
Mountain;Sacred_Foundry;Arid_Mesa;Mountain;Bloodstained_Mire;Mountain;Wooded_Foothills;0
Mountain;Sacred_Foundry;Bloodstained_Mire;Inspiring_Vantage;Mountain;Inspiring_Vantage;Bloodstained_Mire;0
Mountain;Sacred_Foundry;Bloodstained_Mire;Inspiring_Vantage;Sacred_Foundry;Bloodstained_Mire;Inspiring_Vantage;0
Mountain;Sacred_Foundry;Inspiring_Vantage;Bloodstained_Mire;Stomping_Ground;Inspiring_Vantage;Wooded_Foothills;0
Mountain;Sacred_Foundry;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;Mountain;Bloodstained_Mire;0
Mountain;Sacred_Foundry;Inspiring_Vantage;Inspiring_Vantage;Stomping_Ground;Sacred_Foundry;Wooded_Foothills;0
Mountain;Sacred_Foundry;Inspiring_Vantage;Stomping_Ground;Mountain;Arid_Mesa;Inspiring_Vantage;0
Mountain;Sacred_Foundry;Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Mountain;Bloodstained_Mire;0
Mountain;Sacred_Foundry;Mountain;Bloodstained_Mire;Inspiring_Vantage;Inspiring_Vantage;Inspiring_Vantage;0
Mountain;Sacred_Foundry;Sacred_Foundry;Wooded_Foothills;Bloodstained_Mire;Mountain;Bloodstained_Mire;0
Mountain;Sacred_Foundry;Wooded_Foothills;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Sacred_Foundry;Wooded_Foothills;Mountain;Inspiring_Vantage;Wooded_Foothills;Sacred_Foundry;0
Mountain;Stomping_Ground;Arid_Mesa;Bloodstained_Mire;Sacred_Foundry;Wooded_Foothills;Wooded_Foothills;0
Mountain;Stomping_Ground;Bloodstained_Mire;Bloodstained_Mire;Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;0
Mountain;Stomping_Ground;Bloodstained_Mire;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;Mountain;0
Mountain;Stomping_Ground;Bloodstained_Mire;Mountain;Wooded_Foothills;Sacred_Foundry;Inspiring_Vantage;0
Mountain;Stomping_Ground;Inspiring_Vantage;Bloodstained_Mire;Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;0
Mountain;Stomping_Ground;Inspiring_Vantage;Wooded_Foothills;Mountain;Bloodstained_Mire;Wooded_Foothills;0
Mountain;Stomping_Ground;Mountain;Inspiring_Vantage;Bloodstained_Mire;Wooded_Foothills;Mountain;0
Mountain;Stomping_Ground;Sacred_Foundry;Inspiring_Vantage;Wooded_Foothills;Inspiring_Vantage;Mountain;0
Mountain;Stomping_Ground;Sacred_Foundry;Wooded_Foothills;Bloodstained_Mire;Bloodstained_Mire;Bloodstained_Mire;0
Mountain;Stomping_Ground;Wooded_Foothills;Inspiring_Vantage;Wooded_Foothills;Wooded_Foothills;Inspiring_Vantage;0
Mountain;Stomping_Ground;Wooded_Foothills;Mountain;Bloodstained_Mire;Bloodstained_Mire;Inspiring_Vantage;0
Mountain;Stomping_Ground;Wooded_Foothills;Wooded_Foothills;Bloodstained_Mire;Mountain;Inspiring_Vantage;0
Mountain;Wooded_Foothills;Arid_Mesa;Arid_Mesa;Bloodstained_Mire;Wooded_Foothills;Sacred_Foundry;0
